,cust,grade
10633,M353846519,General
10634,M353862088,General
10635,M353890017,General
10636,M353955466,General
10637,M353997377,General
10638,M353997425,VIP
10639,M354040661,General
10640,M354040790,General
10641,M354080264,General
10642,M354085319,General
10643,M354091173,VIP
10644,M354104680,VIP
10645,M354108778,VIP
10646,M354147041,General
10647,M354201177,VIP
10648,M354228134,General
10649,M354230771,General
10650,M354271457,General
10651,M354287128,General
10652,M354307913,General
10653,M354333181,VIP
10654,M354334946,General
10655,M354339537,General
10656,M354360463,General
10657,M354569911,General
10658,M354640963,General
10659,M354671508,General
10660,M354678236,General
10661,M354800257,General
10662,M354919526,General
10663,M354927064,VIP
10664,M354931617,General
10665,M354951283,General
10666,M354958565,General
10667,M354998278,General
10668,M354998548,General
10669,M354999275,General
10670,M355031135,General
10671,M355080111,General
10672,M355103572,General
10673,M355107325,VIP
10674,M355162061,VIP
10675,M355198346,General
10676,M355203835,General
10677,M355259675,General
10678,M355271551,General
10679,M355284559,General
10680,M355298526,VIP
10681,M355353393,General
10682,M355363186,General
10683,M355444079,VIP
10684,M355444284,General
10685,M355445509,General
10686,M355456890,General
10687,M355489415,VIP
10688,M355491629,General
10689,M355582543,General
10690,M355604867,General
10691,M355649173,General
10692,M355665094,General
10693,M355730785,General
10694,M355742347,General
10695,M355786819,VIP
10696,M355963180,MVG
10697,M355989369,General
10698,M356004527,General
10699,M356022433,General
10700,M356043122,General
10701,M356116708,MVG
10702,M356143574,General
10703,M356147668,VIP
10704,M356168457,General
10705,M356203646,General
10706,M356204595,MVG
10707,M356248435,VIP
10708,M356254901,General
10709,M356261167,General
10710,M356285614,General
10711,M356315218,General
10712,M356346617,General
10713,M356381735,General
10714,M356427898,VIP
10715,M356439978,General
10716,M356482563,General
10717,M356514317,General
10718,M356517255,General
10719,M356536286,General
10720,M356640725,General
10721,M356653622,General
10722,M356674444,MVG
10723,M356688598,General
10724,M356737751,General
10725,M356781684,General
10726,M356810166,General
10727,M356832658,General
10728,M356886654,General
10729,M356931626,General
10730,M356953876,General
10731,M356955393,General
10732,M356983171,General
10733,M357005670,VIP
10734,M357006401,General
10735,M357093095,General
10736,M357232824,General
10737,M357251269,General
10738,M357268271,General
10739,M357321733,General
10740,M357324259,VIP
10741,M357333165,General
10742,M357347237,General
10743,M357369637,General
10744,M357433767,General
10745,M357490642,General
10746,M357571990,General
10747,M357595018,General
10748,M357634013,General
10749,M357674227,General
10750,M357691665,General
10751,M357699902,General
10752,M357829674,General
10753,M357894873,General
10754,M357903544,General
10755,M357916403,General
10756,M357946194,VIP
10757,M357961611,General
10758,M358029991,General
10759,M358085122,General
10760,M358108167,VIP
10761,M358121982,General
10762,M358176583,VIP
10763,M358188319,VIP
10764,M358219590,General
10765,M358221790,VIP
10766,M358236953,General
10767,M358277365,VIP
10768,M358299492,VIP
10769,M358339078,General
10770,M358340994,General
10771,M358362124,VIP
10772,M358398371,General
10773,M358456669,General
10774,M358462070,General
10775,M358479963,General
10776,M358493269,General
10777,M358524385,General
10778,M358542592,General
10779,M358550641,General
10780,M358569376,VIP
10781,M358583965,General
10782,M358715430,General
10783,M358738903,General
10784,M358789346,General
10785,M358798958,General
10786,M358877106,General
10787,M358931436,General
10788,M358933694,General
10789,M358955167,General
10790,M358974536,VIP
10791,M358977021,General
10792,M358977041,General
10793,M358984252,MVG
10794,M359034300,General
10795,M359040764,General
10796,M359076075,General
10797,M359078549,General
10798,M359083399,VIP
10799,M359138607,General
10800,M359150358,General
10801,M359179458,General
10802,M359181078,General
10803,M359191434,VIP
10804,M359256212,General
10805,M359309921,VIP
10806,M359446941,General
10807,M359447237,VIP
10808,M359476973,General
10809,M359477250,General
10810,M359589068,LENITH
10811,M359618334,VIP
10812,M359659135,VIP
10813,M359663023,General
10814,M359677539,General
10815,M359692392,VIP
10816,M359723143,General
10817,M359753552,General
10818,M359794256,General
10819,M359833940,General
10820,M359834203,General
10821,M359834456,General
10822,M359862423,General
10823,M359866411,General
10824,M359900649,General
10825,M360046900,General
10826,M360051958,General
10827,M360059205,General
10828,M360073037,VIP
10829,M360109780,General
10830,M360187347,General
10831,M360256819,General
10832,M360349154,VIP
10833,M360360672,General
10834,M360400853,General
10835,M360443116,General
10836,M360446332,VIP
10837,M360468162,General
10838,M360477636,General
10839,M360500657,General
10840,M360501913,General
10841,M360556725,General
10842,M360569691,General
10843,M360586284,General
10844,M360595881,General
10845,M360637864,General
10846,M360644246,General
10847,M360690268,General
10848,M360696371,General
10849,M360707980,VIP
10850,M360740446,General
10851,M360809056,General
10852,M360823974,VIP
10853,M360910180,General
10854,M360959818,General
10855,M360975733,General
10856,M361017085,General
10857,M361018226,VIP
10858,M361033650,General
10859,M361033919,General
10860,M361042211,General
10861,M361059534,General
10862,M361261196,VIP
10863,M361411807,General
10864,M361580860,General
10865,M361706626,General
10866,M361712827,General
10867,M361732435,General
10868,M361781160,MVG
10869,M361790320,General
10870,M361827669,General
10871,M361846045,General
10872,M361846951,General
10873,M361924234,General
10874,M362031241,General
10875,M362062041,VIP
10876,M362072091,General
10877,M362110897,General
10878,M362116700,General
10879,M362130831,VIP
10880,M362136341,General
10881,M362150968,General
10882,M362177008,General
10883,M362247380,General
10884,M362257478,VIP
10885,M362315983,General
10886,M362455440,General
10887,M362526891,General
10888,M362678648,General
10889,M362683956,General
10890,M362706215,VIP
10891,M362786111,General
10892,M362821064,General
10893,M362833541,General
10894,M362834677,General
10895,M362839616,General
10896,M362862654,General
10897,M362900580,General
10898,M362940255,MVG
10899,M362990097,General
10900,M363117834,General
10901,M363130916,General
10902,M363284034,General
10903,M363300440,General
10904,M363357233,General
10905,M363456648,General
10906,M363462643,General
10907,M363528268,General
10908,M363546392,General
10909,M363800263,General
10910,M363824250,VIP
10911,M363828147,General
10912,M363848399,General
10913,M363936778,General
10914,M363996402,General
10915,M363997736,General
10916,M364014196,General
10917,M364143542,General
10918,M364202602,General
10919,M364210315,General
10920,M364250850,General
10921,M364284088,VIP
10922,M364285777,General
10923,M364329442,General
10924,M364406898,General
10925,M364568121,VIP
10926,M364619848,General
10927,M364692807,General
10928,M364735360,General
10929,M364737949,General
10930,M364743626,General
10931,M364816291,General
10932,M364843672,General
10933,M364883918,General
10934,M364891853,General
10935,M364925369,General
10936,M364953038,VIP
10937,M364956717,General
10938,M364970878,General
10939,M365232342,General
10940,M365242199,General
10941,M365298837,General
10942,M365320746,General
10943,M365384401,VIP
10944,M365403217,General
10945,M365412566,General
10946,M365473400,General
10947,M365478024,General
10948,M365483934,VIP
10949,M365486153,General
10950,M365488481,General
10951,M365491624,VIP
10952,M365578554,VIP
10953,M365581766,General
10954,M365618828,General
10955,M365694158,VIP
10956,M365728798,General
10957,M365755831,General
10958,M365778841,General
10959,M365780466,General
10960,M365856917,General
10961,M365915479,General
10962,M365943361,General
10963,M365954571,General
10964,M365955623,General
10965,M365997948,General
10966,M366039087,General
10967,M366080848,General
10968,M366121708,General
10969,M366182029,General
10970,M366182830,General
10971,M366217614,General
10972,M366263735,General
10973,M366290811,General
10974,M366292619,General
10975,M366378636,General
10976,M366458863,General
10977,M366474118,General
10978,M366489536,General
10979,M366502920,General
10980,M366502921,General
10981,M366539486,General
10982,M366555683,General
10983,M366573636,General
10984,M366624204,VIP
10985,M366642121,General
10986,M366693613,VIP
10987,M366718788,VIP
10988,M366730354,General
10989,M366735957,General
10990,M366774202,General
10991,M366809745,VIP
10992,M366846529,VIP
10993,M366862286,General
10994,M366881346,General
10995,M366895940,General
10996,M366928327,General
10997,M366929975,General
10998,M366958087,General
10999,M366985726,General
11000,M366989613,General
11001,M367059624,General
11002,M367166825,General
11003,M367187926,General
11004,M367232984,General
11005,M367322964,General
11006,M367339305,General
11007,M367342248,General
11008,M367475160,General
11009,M367568061,General
11010,M367651361,General
11011,M367659246,General
11012,M367669732,General
11013,M367694224,General
11014,M367730482,General
11015,M367795312,General
11016,M367816975,General
11017,M367842913,General
11018,M367860389,MVG
11019,M367871164,General
11020,M367929015,General
11021,M367955928,VIP
11022,M367990582,General
11023,M368008336,General
11024,M368021398,General
11025,M368042018,General
11026,M368122727,General
11027,M368184511,General
11028,M368196410,General
11029,M368284686,VIP
11030,M368294085,General
11031,M368322777,VIP
11032,M368401788,General
11033,M368433634,General
11034,M368473604,General
11035,M368491135,General
11036,M368503975,VIP
11037,M368522068,General
11038,M368562108,General
11039,M368575230,General
11040,M368587877,General
11041,M368589291,General
11042,M368621241,VIP
11043,M368642492,General
11044,M368660549,VIP
11045,M368667345,General
11046,M368768151,General
11047,M368783461,General
11048,M368784344,General
11049,M368835137,General
11050,M368845893,General
11051,M368862608,General
11052,M368867664,General
11053,M368887361,General
11054,M368888014,General
11055,M368899409,General
11056,M368941460,General
11057,M368972268,General
11058,M368973166,VIP
11059,M368990827,General
11060,M368999307,VIP
11061,M369031065,VIP
11062,M369032765,General
11063,M369036304,General
11064,M369056955,General
11065,M369057001,General
11066,M369088984,General
11067,M369126746,General
11068,M369148054,General
11069,M369176575,General
11070,M369272107,General
11071,M369279445,General
11072,M369288564,General
11073,M369306549,General
11074,M369359490,General
11075,M369369465,General
11076,M369379332,General
11077,M369384525,General
11078,M369430166,General
11079,M369451412,General
11080,M369467912,General
11081,M369483978,General
11082,M369560171,General
11083,M369573422,VIP
11084,M369575862,General
11085,M369586701,General
11086,M369720972,General
11087,M369721510,General
11088,M369811562,General
11089,M369890116,General
11090,M369893370,VIP
11091,M369925291,General
11092,M369961090,VIP
11093,M369965548,General
11094,M370016491,General
