cust,ma_fem_dv,ages,zon_hlv,grade
M104578371,0,3,10,General
M104682362,0,2,17,General
M104754192,0,1,10,General
M104756050,0,4,17,General
M104762094,1,1,17,General
M104765928,0,3,10,General
M104776596,0,1,10,MVG-Ace
M104814630,0,1,4,MVG-Ace
M104862491,1,1,17,General
M105012970,0,5,10,General
M105052449,1,3,17,General
M105068916,0,3,6,General
M105070447,0,2,4,VIP+
M105117218,0,4,3,VIP+
M105129960,0,3,11,General
M105172311,0,1,10,General
M105227489,1,1,16,General
M105233309,0,1,17,General
M105243408,0,3,11,General
M105326577,0,3,10,General
M105364350,0,3,10,VIP
M105373674,0,2,7,VIP
M105472832,1,1,16,VIP
M105473637,0,3,4,General
M105511741,0,3,10,General
M105526694,1,3,12,General
M105560562,1,3,11,General
M105616631,0,2,16,VIP
M105631927,0,3,4,General
M105651757,0,2,17,General
M105669179,1,3,5,General
M105680344,0,4,5,General
M105689717,0,5,13,General
M105702635,0,4,17,VIP
M105711720,0,0,10,General
M105831891,0,0,4,MVG-Ace
M105885352,0,3,1,General
M105903193,0,2,16,VIP
M105908428,1,2,10,General
M105909650,0,3,17,General
M105996917,0,1,17,General
M106039227,0,2,4,General
M106082902,0,0,10,General
M106118057,0,2,4,General
M106138847,0,1,10,VIP
M106228681,0,1,10,General
M106237934,0,0,1,General
M106302547,0,1,17,General
M106304521,0,2,4,VIP
M106320258,0,2,4,General
M106346235,0,3,3,VIP
M106470599,1,3,17,General
M106473829,0,5,4,General
M106517626,0,1,17,General
M106564011,0,4,10,General
M106582759,1,2,4,General
M106599021,0,3,17,VIP+
M106600636,0,2,10,General
M106633344,0,0,16,General
M106668449,0,3,9,VIP
M106752405,0,1,8,General
M106786012,0,1,8,General
M106827119,0,2,10,General
M106897255,0,3,17,General
M106933377,0,3,17,General
M106952331,0,1,11,General
M106959315,0,3,17,General
M107012154,0,2,6,VIP+
M107089511,1,1,10,General
M107152006,0,1,17,General
M107158853,0,4,10,General
M107215697,1,1,17,General
M107284094,0,0,17,General
M107299453,0,3,12,VIP
M107315536,0,2,15,General
M107327667,0,3,13,VIP
M107338030,0,4,15,General
M107357992,0,2,16,MVG-Ace
M107475192,0,1,11,VIP
M107490374,0,2,10,General
M107575751,0,3,16,General
M107662891,0,1,17,VIP+
M107664413,0,4,17,General
M107667758,1,2,10,General
M107673332,0,1,10,General
M107709772,1,3,17,General
M107718348,0,0,17,VIP
M107884597,0,1,11,General
M107899400,0,3,13,VIP
M107940115,0,2,4,General
M107941811,0,2,10,VIP
M107965625,0,1,10,General
M108027891,0,2,17,VIP
M108086967,0,2,17,General
M108130641,0,1,10,General
M108132085,0,2,10,General
M108144448,0,2,16,General
M108148057,1,1,10,VIP
M108168015,1,1,17,General
M108285271,1,0,11,General
M108339445,0,3,16,General
M108379435,0,2,10,VIP
M108505045,1,2,17,VIP
M108521841,1,2,17,General
M108576430,0,3,17,General
M108581605,1,1,5,General
M108621804,0,1,12,General
M108671959,0,3,10,General
M108678108,0,3,4,General
M108711375,0,0,17,General
M108743590,0,1,10,General
M108758581,1,0,5,General
M108801892,0,1,16,General
M108879213,0,2,13,General
M108879842,0,0,14,General
M108893156,0,4,10,General
M108953065,0,1,8,General
M109015610,0,1,13,General
M109106490,1,5,16,General
M109116362,1,2,7,General
M109158076,0,2,8,General
M109158107,1,2,10,VIP
M109313292,0,4,3,General
M109313808,0,4,17,General
M109362467,1,1,17,MVG-Ace
M109384586,0,1,10,General
M109390473,0,2,14,VIP
M109405595,0,3,10,MVG-Ace
M109482392,0,1,16,General
M109519850,1,5,10,General
M109546226,0,0,10,General
M109559669,0,0,10,General
M109599082,0,3,16,General
M109623138,0,0,4,General
M109645845,0,2,17,General
M109662565,0,0,12,General
M109733557,1,2,16,VIP+
M109778604,0,5,17,General
M109894693,0,3,16,General
M110012005,0,2,10,VIP
M110016662,1,2,11,VIP+
M110032482,1,1,10,General
M110046145,0,5,17,General
M110051930,1,0,17,General
M110057977,0,2,10,General
M110152391,1,2,17,General
M110196646,0,3,17,General
M110204708,0,2,17,General
M110227182,1,1,9,General
M110231537,0,3,4,VIP+
M110245114,1,2,5,General
M110272633,0,2,4,General
M110328890,0,1,11,General
M110336726,0,3,10,General
M110351832,0,1,4,General
M110353365,1,2,11,General
M110361028,0,2,14,General
M110420094,1,3,11,General
M110483510,0,2,3,General
M110492828,0,4,17,General
M110517045,1,1,10,General
M110628017,0,4,10,General
M110694081,0,1,4,General
M110717990,1,2,11,General
M110734295,0,2,10,General
M110822348,1,4,17,General
M110874532,0,2,10,General
M110926968,0,3,10,General
M110954052,0,0,16,General
M110972007,0,1,15,General
M111013444,1,1,17,General
M111045893,1,1,10,General
M111068955,0,2,14,General
M111097707,0,0,17,General
M111121831,1,0,4,General
M111173512,0,4,5,General
M111179224,0,2,14,General
M111211583,0,4,17,MVG-Prestige
M111219215,0,3,4,General
M111243168,1,1,17,General
M111257755,0,3,11,General
M111259064,1,2,17,General
M111260476,0,2,16,VIP
M111337228,0,2,10,VIP
M111342063,1,3,10,General
M111353454,1,1,4,VIP+
M111367225,0,1,6,VIP
M111386579,0,3,10,VIP
M111465534,0,1,16,VIP
M111486385,0,0,14,General
M111514794,0,1,14,General
M111526236,0,2,10,General
M111535042,1,2,10,General
M111556273,1,3,16,MVG-Ace
M111591198,0,3,17,General
M111640657,1,2,14,General
M111640884,0,1,17,MVG-Crown
M111713214,0,2,17,General
M111739208,1,1,16,MVG-Ace
M111751120,0,3,4,General
M111776128,0,1,17,General
M111856694,1,1,17,General
M111895353,0,4,3,General
M111898182,0,3,17,VIP+
M111934771,0,0,16,General
M111943074,1,1,10,General
M111945330,1,4,13,General
M112000557,0,5,13,General
M112040345,1,3,17,VIP+
M112051870,1,0,10,General
M112104281,0,1,17,General
M112113422,1,5,10,General
M112114610,0,1,16,General
M112130266,0,2,16,VIP
M112137856,0,2,12,MVG-Crown
M112169533,1,5,11,General
M112209804,0,0,16,VIP
M112243627,0,2,17,General
M112308036,1,2,14,General
M112377286,0,1,10,General
M112378987,0,2,17,VIP
M112396132,1,2,5,General
M112435611,0,2,17,General
M112492179,1,2,17,General
M112510440,1,3,10,General
M112597482,0,2,16,VIP
M112603169,0,1,10,General
M112677469,0,1,17,General
M112699950,0,1,11,General
M112820654,0,2,10,MVG-Ace
M112838024,1,2,7,General
M112850551,1,1,10,General
M112858378,0,1,17,General
M112862071,0,4,3,VIP
M112862854,0,3,17,General
M112878103,0,2,10,General
M112919172,0,0,17,General
M112926646,1,0,16,General
M112944702,0,2,4,General
M112950514,0,2,12,General
M112971606,0,2,17,VIP
M112984951,1,1,16,General
M113019251,1,2,14,General
M113141226,0,0,10,MVG-Ace
M113182138,0,3,17,General
M113196481,0,1,16,VIP+
M113210129,0,2,10,VIP+
M113212901,0,0,15,General
M113229402,0,3,3,General
M113304989,0,2,4,General
M113305490,0,3,17,General
M113339800,0,1,8,General
M113360098,0,3,6,VIP+
M113487516,0,2,6,General
M113492105,0,2,17,General
M113512594,1,1,4,General
M113563050,0,2,10,General
M113627856,1,2,12,General
M113692612,0,3,16,VIP+
M113699546,0,2,3,General
M113718401,1,4,10,General
M113733668,0,2,6,General
M113763811,0,1,17,MVG-Ace
M113803692,1,0,14,General
M113862834,0,2,16,General
M113865311,1,3,17,General
M113869745,1,1,10,General
M113869831,1,0,10,VIP
M113882600,0,0,10,General
M113907980,0,3,16,General
M113928076,1,4,11,General
M113930483,1,2,10,General
M113968323,1,2,10,General
M114022369,0,1,12,General
M114066686,0,2,17,General
M114106342,0,1,11,VIP
M114119364,0,1,17,General
M114157837,0,1,10,VIP
M114158563,0,0,10,General
M114180204,0,2,17,General
M114182526,0,3,10,VIP
M114220762,1,0,14,General
M114236200,0,1,17,General
M114249906,1,1,10,General
M114290208,1,1,17,General
M114349815,0,3,10,General
M114374841,0,1,10,General
M114399915,0,3,10,General
M114419861,1,2,10,MVG-Ace
M114424895,0,3,10,General
M114556560,0,2,14,VIP
M114565500,0,4,17,General
M114569311,0,2,14,VIP+
M114578532,0,3,1,General
M114671672,0,2,5,General
M114720655,0,2,13,General
M114726317,0,2,16,VIP+
M114730865,0,2,3,VIP+
M114776302,1,1,14,LENITH
M114810707,0,3,9,General
M114910993,0,1,17,General
M115005247,1,2,17,General
M115043173,0,0,6,General
M115049674,0,1,8,General
M115150643,1,2,10,General
M115154911,0,1,4,General
M115194605,1,3,10,General
M115207394,0,3,14,General
M115242428,1,1,17,General
M115354649,0,0,14,General
M115463375,0,0,12,General
M115473305,1,1,15,General
M115478070,0,0,10,General
M115494732,0,1,17,General
M115551352,0,2,17,General
M115567757,1,3,17,General
M115603248,1,2,12,General
M115611476,0,2,3,VIP
M115728689,0,3,6,General
M115734540,0,2,6,General
M115788693,1,3,4,General
M115789840,0,1,6,General
M115791290,1,2,10,General
M115839619,0,4,17,General
M115908281,0,1,4,General
M115985422,1,2,10,General
M115992413,0,1,10,General
M116007838,1,3,17,VIP
M116032900,0,0,16,General
M116044476,0,1,17,General
M116068494,0,3,12,General
M116158235,0,3,10,General
M116232790,0,2,10,General
M116269240,1,2,6,General
M116331199,0,2,17,General
M116335909,0,1,13,General
M116351320,0,2,17,General
M116353873,0,2,17,General
M116394440,0,0,17,General
M116432100,1,2,8,General
M116433013,0,1,13,VIP
M116478829,0,2,13,General
M116487843,1,2,10,General
M116517106,0,2,6,General
M116603791,1,2,6,General
M116605628,1,3,12,General
M116636946,0,0,10,MVG-Ace
M116690819,0,1,17,General
M116720573,1,2,17,LENITH
M116766817,1,2,10,General
M116809021,1,1,10,General
M116873763,1,2,13,General
M116884100,0,1,9,General
M116895097,1,0,10,General
M116926821,1,3,4,General
M116980550,0,1,10,General
M117008151,0,3,17,General
M117016669,1,3,16,General
M117037811,1,4,17,General
M117089011,0,2,10,General
M117125372,1,1,17,VIP+
M117139388,1,3,6,General
M117158424,0,2,14,General
M117163228,1,3,12,VIP
M117204481,1,3,17,General
M117222403,0,2,17,VIP
M117223355,1,3,3,General
M117309921,0,2,11,General
M117325488,0,4,4,VIP
M117328626,1,2,10,General
M117371820,0,0,10,General
M117456837,0,2,17,General
M117570283,0,3,10,VIP
M117618025,0,2,14,General
M117669759,0,0,17,General
M117695915,0,1,10,General
M117745230,0,1,17,MVG-Ace
M117748438,0,1,4,General
M117795035,0,2,6,General
M117808657,1,1,10,General
M117809504,0,2,6,VIP+
M117855953,0,1,11,VIP+
M117964887,0,0,10,General
M117977562,0,1,17,General
M118004084,1,2,15,General
M118069414,1,3,17,VIP+
M118079260,0,1,6,General
M118114326,1,1,17,VIP
M118214650,0,2,17,VIP+
M118236117,1,0,10,General
M118262832,0,4,12,General
M118308498,0,2,6,General
M118497386,1,3,13,General
M118649386,0,4,4,General
M118654031,1,4,10,General
M118664501,0,2,6,General
M118685537,1,1,10,General
M118705305,1,2,6,VIP+
M118728111,0,4,15,General
M118729095,0,3,4,General
M118785120,0,1,6,General
M118790272,1,2,4,General
M118808434,1,0,14,General
M118839415,0,2,10,General
M118857185,0,3,17,General
M118952863,0,0,4,General
M118959194,0,1,17,General
M118962662,0,3,6,General
M118984499,1,2,13,VIP
M119108578,1,0,11,General
M119136261,0,3,10,General
M119138188,1,4,17,General
M119180024,0,3,10,General
M119244320,0,1,11,General
M119390230,0,4,7,General
M119451964,0,1,17,General
M119479356,1,2,10,General
M119509035,1,0,10,General
M119538965,1,1,17,General
M119550308,1,2,10,General
M119600078,0,2,10,VIP
M119614827,0,1,11,General
M119629908,0,1,17,General
M119660774,0,1,17,General
M119674511,0,4,10,General
M119782199,0,1,16,General
M119802103,0,3,17,VIP+
M119815507,0,0,16,General
M119832169,1,2,10,General
M119860286,0,0,17,MVG-Ace
M119905250,0,3,4,General
M119956352,0,3,4,General
M120008189,0,3,10,General
M120037488,0,4,11,General
M120057755,1,1,4,General
M120060906,0,2,12,VIP
M120062087,1,0,10,General
M120123397,1,4,4,General
M120247124,1,1,17,General
M120257668,1,3,17,General
M120264290,0,1,1,General
M120276603,0,2,17,General
M120283055,1,1,17,General
M120285215,0,0,16,General
M120307166,0,2,10,General
M120361486,0,4,4,General
M120375993,0,3,16,General
M120482456,0,3,8,VIP
M120506167,1,0,11,General
M120588590,0,5,17,General
M120600759,1,1,13,General
M120657963,0,2,17,VIP
M120658721,1,1,17,General
M120732255,0,3,10,VIP
M120733271,0,2,10,VIP
M120733829,0,2,16,General
M120772588,1,1,11,General
M120781992,1,2,17,General
M120798295,1,2,17,General
M120803794,0,0,17,VIP
M120816441,1,2,10,General
M120882272,1,2,17,General
M120891887,0,1,10,General
M120894626,1,2,1,General
M120926572,0,3,16,VIP+
M120945966,1,1,11,MVG-Ace
M120952626,1,2,10,General
M120977628,1,2,10,General
M121046455,1,1,8,General
M121054796,0,3,16,General
M121075618,1,2,10,General
M121080632,0,2,5,General
M121085368,0,3,10,General
M121124723,0,3,10,General
M121126808,0,3,17,General
M121204936,0,2,16,VIP
M121205457,0,5,1,General
M121252595,1,3,16,General
M121265322,0,1,17,VIP+
M121266469,1,2,10,General
M121314354,0,0,17,VIP+
M121331271,0,0,3,General
M121352035,0,2,6,General
M121385152,0,1,12,General
M121409836,0,2,15,VIP
M121501463,0,2,10,General
M121583630,0,2,6,General
M121621624,1,4,12,MVG-Crown
M121625215,1,1,11,VIP+
M121662896,1,5,4,VIP
M121669242,0,2,1,General
M121683091,0,2,17,General
M121733052,0,1,10,General
M121735474,0,1,10,General
M121770773,0,3,11,General
M121785191,1,2,9,General
M121804564,0,1,17,General
M121829358,1,1,10,General
M121856087,1,0,16,General
M121870779,0,1,10,General
M121882021,0,1,17,General
M121894027,0,3,6,General
M121932249,0,3,10,VIP
M122020625,0,1,13,General
M122038031,0,1,17,VIP
M122092435,0,2,13,General
M122097021,0,3,17,General
M122123039,1,2,17,VIP
M122141311,1,0,13,General
M122156921,1,2,10,General
M122184330,1,3,16,General
M122211550,0,4,17,General
M122212929,1,4,17,General
M122219527,0,3,4,General
M122230944,0,1,16,General
M122280687,1,2,11,General
M122284480,0,2,10,General
M122299342,1,1,11,General
M122442668,0,3,13,General
M122480236,1,2,17,VIP
M122509720,0,3,11,General
M122514440,1,2,5,VIP
M122589325,1,1,4,General
M122600644,0,1,17,General
M122682687,0,2,17,General
M122706112,0,4,13,VIP
M122774986,0,1,10,General
M122777680,0,3,10,VIP
M122787622,0,2,10,General
M122797016,0,5,4,VIP
M122845976,0,1,10,General
M122846442,1,2,7,General
M122881833,1,1,10,VIP
M122882704,1,2,17,General
M122915581,0,2,10,VIP
M122933014,0,2,4,VIP+
M122944586,0,1,7,VIP
M122949279,0,1,10,General
M123025501,1,2,17,General
M123060345,0,2,10,General
M123078501,0,3,11,General
M123104275,0,4,16,General
M123126706,1,2,17,General
M123140736,1,3,11,General
M123272123,0,0,10,General
M123336020,0,1,10,VIP
M123351384,0,2,10,General
M123382094,1,3,17,VIP
M123430343,0,2,17,General
M123475113,1,2,17,General
M123495970,0,2,14,General
M123501961,0,1,13,General
M123563894,0,2,17,VIP
M123613767,0,3,1,General
M123629358,0,1,13,General
M123776151,1,1,12,General
M123783273,0,0,10,General
M123839098,0,2,10,MVG-Ace
M123887488,0,5,17,General
M123900743,0,0,10,General
M123909907,0,2,10,General
M123935678,1,3,13,General
M123940626,0,2,10,General
M123954394,1,2,13,VIP
M124018770,1,0,3,VIP
M124032171,0,4,8,General
M124060925,1,3,10,VIP
M124092083,0,1,17,General
M124126901,0,1,4,VIP+
M124185606,0,2,17,General
M124216142,0,2,17,VIP
M124265345,1,1,13,General
M124273326,1,2,17,General
M124344028,0,4,17,General
M124349118,0,2,10,General
M124357021,1,2,8,VIP+
M124367378,0,2,10,General
M124375196,0,2,17,General
M124397382,1,3,17,General
M124406003,1,1,2,VIP
M124462662,0,3,17,General
M124478693,1,2,10,General
M124503444,1,3,16,MVG-Prestige
M124540857,0,5,15,VIP
M124626227,0,3,10,General
M124710995,0,2,4,General
M124746721,1,2,10,VIP+
M124766711,0,3,10,General
M124783125,1,2,16,General
M124827438,0,2,3,General
M124849583,1,2,12,General
M124864002,1,2,10,General
M124868458,0,1,10,General
M124870885,0,1,16,VIP+
M124902889,0,3,17,General
M125029005,1,1,17,General
M125056300,0,4,4,VIP
M125110093,1,1,13,General
M125158913,1,0,17,General
M125160135,1,1,10,General
M125199865,1,1,17,VIP+
M125270061,0,1,17,VIP+
M125297103,1,4,10,General
M125313713,1,2,12,General
M125370030,1,2,17,General
M125372513,0,1,7,General
M125383026,0,1,16,VIP+
M125398518,1,2,9,General
M125419414,0,1,17,General
M125511994,1,1,10,General
M125559492,0,0,16,General
M125608851,0,3,10,General
M125637649,1,2,9,General
M125639258,0,4,9,General
M125673093,0,0,15,General
M125691220,0,1,4,General
M125741397,0,1,10,General
M125743546,0,1,17,VIP+
M125850131,0,2,11,General
M125895076,1,2,10,VIP
M125899677,0,2,17,General
M125966284,1,1,17,General
M125978843,0,1,11,General
M125991367,0,2,4,General
M126027552,1,0,14,General
M126051243,0,3,10,General
M126141672,1,1,10,General
M126153774,0,3,17,General
M126203148,0,2,11,General
M126226981,0,2,17,General
M126228717,0,3,10,General
M126247334,0,0,17,General
M126278925,1,4,17,VIP
M126324486,0,5,16,General
M126369476,0,2,9,General
M126478821,0,1,14,General
M126484038,0,1,1,General
M126492318,0,3,10,General
M126527074,1,1,12,General
M126597787,1,1,17,General
M126619184,0,2,17,General
M126720291,1,1,10,General
M126775085,0,2,8,General
M126802785,0,0,17,General
M126822310,0,1,1,VIP
M126863408,0,3,10,VIP+
M126890341,1,1,17,General
M126941357,0,3,4,General
M126948093,0,2,17,General
M126967072,0,2,10,VIP
M126981403,1,2,7,General
M126995462,0,3,10,MVG-Ace
M127037001,1,0,3,General
M127061157,0,2,17,General
M127132715,0,4,17,General
M127146836,1,1,17,VIP
M127212516,0,4,17,General
M127279290,0,1,14,General
M127306200,1,0,10,General
M127323813,0,2,16,VIP+
M127326359,0,5,10,General
M127381687,0,3,10,General
M127452633,1,2,17,General
M127500716,0,1,10,General
M127506949,0,3,10,General
M127522467,1,3,17,General
M127546857,1,1,9,General
M127575487,0,3,16,VIP+
M127634134,0,3,17,General
M127651163,0,2,16,General
M127662841,0,2,10,General
M127697621,0,2,12,General
M127742034,0,3,10,General
M127749901,0,2,15,General
M127837471,0,0,4,General
M127948801,0,1,17,General
M127986903,1,1,10,General
M127986911,1,1,17,General
M128009635,1,1,16,VIP
M128011684,0,3,17,VIP
M128025546,0,3,17,VIP
M128156522,1,4,5,General
M128279177,0,3,6,VIP
M128320744,0,3,10,General
M128323285,0,3,10,General
M128387785,0,2,16,General
M128436754,0,2,10,General
M128453522,1,3,10,General
M128456780,0,3,16,MVG-Ace
M128466450,1,3,10,General
M128483473,1,0,9,General
M128561385,1,5,14,General
